0.0,0,0.0,0,1.419,1.508,1.458
0.0,0,0.0,0,1.42,1.495,1.458
0.0,0,0.0,0,1.418,1.462,1.458
0.0,0,0.0,0,1.433,1.469,1.458
0.0,0,0.0,0,1.45,1.475,1.458
0.0,0,0.0,0,1.454,1.467,1.458
0.0,0,0.0,0,1.454,1.45,1.458
0.0,0,0.0,0,1.454,1.426,1.458
0.0,0,0.0,0,1.451,1.408,1.458
0.0,0,0.0,0,1.448,1.3820000000000001,1.458
0.0,0,0.0,0,1.446,1.362,1.458
0.0,0,0.0,0,1.449,1.347,1.458
0.0,0,0.0,0,1.46,1.341,1.458
0.0,0,0.0,0,1.472,1.347,1.458
0.0,0,0.0,0,1.497,1.362,1.458
0.0,0,0.0,0,1.497,1.368,1.458
0.0,0,0.0,0,1.5030000000000001,1.383,1.458
0.0,0,0.0,0,1.512,1.405,1.458
0.0,0,0.0,0,1.514,1.426,1.458
0.0,0,0.0,0,1.5230000000000001,1.434,1.458
0.0,0,0.0,0,1.537,1.445,1.458
0.0,0,0.0,0,1.555,1.442,1.458
0.0,0,0.0,0,1.56,1.417,1.458
0.0,0,0.0,0,1.544,1.383,1.458
0.0,0,0.0,0,1.534,1.358,1.458
0.0,0,0.0,0,1.522,1.344,1.458
0.0,0,0.0,0,1.514,1.325,1.458
0.0,0,0.0,0,1.51,1.306,1.458
0.0,0,0.0,0,1.53,1.323,1.458
0.0,0,0.0,0,1.5350000000000001,1.314,1.458
0.0,0,0.0,0,1.546,1.316,1.458
0.0,0,0.0,0,1.56,1.314,1.458
0.0,0,0.0,0,1.566,1.293,1.458
0.0,0,0.0,0,1.571,1.2650000000000001,1.458
0.0,0,0.0,0,1.577,1.2770000000000001,1.458
0.0,0,0.0,0,1.589,1.299,1.458
0.0,0,0.0,0,1.601,1.322,1.458
0.0,0,0.0,0,1.602,1.301,1.458
0.0,0,0.0,0,1.609,1.28,1.458
0.0,0,0.0,0,1.619,1.2610000000000001,1.458
0.0,0,0.0,0,1.625,1.252,1.458
0.0,0,0.0,0,1.643,1.264,1.458
0.0,0,0.0,0,1.6560000000000001,1.26,1.458
0.0,0,0.0,0,1.6580000000000001,1.256,1.458
0.0,0,0.0,0,1.291,1.3940000000000001,1.52
0.0,0,0.0,0,1.308,1.395,1.52
0.0,0,0.0,0,1.33,1.4040000000000001,1.52
0.0,0,0.0,0,1.351,1.4000000000000001,1.52
0.0,0,0.0,0,1.363,1.389,1.52
0.0,0,0.0,0,1.374,1.412,1.52
0.0,0,0.0,0,1.397,1.428,1.52
0.0,0,0.0,0,1.423,1.44,1.52
0.0,0,0.0,0,1.436,1.424,1.52
0.0,0,0.0,0,1.429,1.3980000000000001,1.52
0.0,0,0.0,0,1.425,1.375,1.52
0.0,0,0.0,0,1.425,1.352,1.52
0.0,0,0.0,0,1.487,1.323,1.52
0.0,0,0.0,0,1.485,1.306,1.52
0.0,0,0.0,0,1.486,1.276,1.52
0.0,0,0.0,0,1.494,1.2590000000000001,1.52
0.0,0,0.0,0,1.514,1.266,1.52
0.0,0,0.0,0,1.532,1.266,1.52
0.0,0,0.0,0,1.549,1.281,1.52
0.0,0,0.0,0,1.55,1.2610000000000001,1.52
0.0,0,0.0,0,1.553,1.237,1.52
0.0,0,0.0,0,1.56,1.217,1.52
0.0,0,0.0,0,1.57,1.209,1.52
0.0,0,0.0,0,1.57,1.213,1.52
0.0,0,0.0,0,1.579,1.223,1.52
0.0,0,0.0,0,1.591,1.26,1.52
0.0,0,0.0,0,1.611,1.241,1.52
0.0,0,0.0,0,1.613,1.211,1.52
0.0,0,0.0,0,1.6300000000000001,1.222,1.52
0.0,0,0.0,0,1.645,1.224,1.52
0.0,0,0.0,0,1.238,1.3860000000000001,1.608
0.0,0,0.0,0,1.243,1.374,1.608
0.0,0,0.0,0,1.244,1.349,1.608
0.0,0,0.0,0,1.243,1.336,1.608
0.0,0,0.0,0,1.252,1.357,1.608
0.0,0,0.0,0,1.268,1.3820000000000001,1.608
0.0,0,0.0,0,1.28,1.372,1.608
